game,algo1,algo2,winner,nb_move
connect4,Alphabeta_5,Minimax_2,Minimax,28
connect4,Alphabeta_5,MCTS_0.3,Alphabeta,17
connect4,Alphabeta_5,Minimax_3,Alphabeta,27
connect4,Alphabeta_5,Minimax_3,Alphabeta,23
connect4,Alphabeta_5,MCTS_0.4,Alphabeta,13
connect4,Alphabeta_5,MCTS_0.4,Alphabeta,13
connect4,Alphabeta_5,MCTS_0.5,Alphabeta,13
connect4,Alphabeta_5,MCTS_0.5,Alphabeta,17
connect4,Alphabeta_5,Alphabeta_4,Alphabeta,23
connect4,Alphabeta_5,Alphabeta_4,Alphabeta,21
connect4,Alphabeta_5,MCTS_0.4,Alphabeta,27
connect4,Alphabeta_5,MCTS_0.6,Alphabeta,11
connect4,Alphabeta_5,MCTS_0.7,Alphabeta,9
connect4,Alphabeta_5,MCTS_0.6,Alphabeta,11
connect4,Alphabeta_5,MCTS_0.8,Alphabeta,7
connect4,Alphabeta_5,MCTS_0.6,Alphabeta,23
connect4,Alphabeta_5,Alphabeta_4,Alphabeta,28
connect4,Alphabeta_5,MCTS_0.9,Alphabeta,7
connect4,Alphabeta_5,MCTS_0.5,Alphabeta,15
connect4,Alphabeta_5,MCTS_0.7,Alphabeta,17
connect4,Alphabeta_5,Minimax_4,draw,42
connect4,MCTS_0.5,Alphabeta_1,Alphabeta,8
connect4,Alphabeta_5,MCTS_0.9,Alphabeta,19
connect4,MCTS_0.5,Alphabeta_1,Alphabeta,8
connect4,Alphabeta_5,MCTS_0.8,Alphabeta,11
connect4,MCTS_0.5,Minimax_1,Minimax,10
connect4,MCTS_0.5,Alphabeta_1,Alphabeta,14
connect4,MCTS_0.5,Minimax_1,Minimax,16
connect4,MCTS_0.5,Minimax_1,Minimax,8
connect4,Alphabeta_5,MCTS_0.8,Alphabeta,15
connect4,Alphabeta_5,MCTS_1.0,Alphabeta,9
connect4,MCTS_0.5,MCTS_0.1,MCTS,22
connect4,MCTS_0.5,MCTS_0.1,MCTS,26
connect4,MCTS_0.5,Alphabeta_2,Alphabeta,18
connect4,MCTS_0.5,Alphabeta_2,Alphabeta,26
connect4,MCTS_0.5,Alphabeta_2,Alphabeta,18
connect4,MCTS_0.5,MCTS_0.1,MCTS,35
connect4,MCTS_0.5,Minimax_2,Minimax,22
connect4,MCTS_0.5,Minimax_2,Minimax,20
connect4,MCTS_0.5,Minimax_2,Minimax,14
connect4,Alphabeta_5,MCTS_0.9,Alphabeta,19
connect4,MCTS_0.5,MCTS_0.2,MCTS,23
connect4,MCTS_0.5,Alphabeta_3,Alphabeta,16
connect4,MCTS_0.5,MCTS_0.2,MCTS,34
connect4,MCTS_0.5,Alphabeta_3,Alphabeta,22
connect4,MCTS_0.5,Alphabeta_3,Alphabeta,18
connect4,MCTS_0.5,Minimax_3,Minimax,8
connect4,MCTS_0.5,MCTS_0.2,MCTS,38
connect4,MCTS_0.5,Minimax_3,Minimax,10
connect4,MCTS_0.5,Minimax_3,Minimax,12
connect4,Alphabeta_5,MCTS_1.0,Alphabeta,21
connect4,MCTS_0.5,Alphabeta_4,Alphabeta,10
connect4,MCTS_0.5,MCTS_0.3,MCTS,12
connect4,MCTS_0.5,MCTS_0.3,MCTS,26
connect4,MCTS_0.5,MCTS_0.3,MCTS,17
connect4,MCTS_0.5,Alphabeta_4,Alphabeta,14
connect4,Alphabeta_5,MCTS_1.0,Alphabeta,23
connect4,MCTS_0.5,MCTS_0.4,MCTS,16
connect4,MCTS_0.5,Alphabeta_4,Alphabeta,30
connect4,Alphabeta_5,Minimax_4,Minimax,32
connect4,MCTS_0.5,MCTS_0.4,MCTS,26
connect4,MCTS_0.5,MCTS_0.4,MCTS,24
connect4,Alphabeta_5,Minimax_4,Alphabeta,37
connect4,Alphabeta_5,MCTS_0.7,Alphabeta,37
connect4,MCTS_0.5,Alphabeta_5,Alphabeta,16
connect4,MCTS_0.5,MCTS_0.6,MCTS,20
connect4,MCTS_0.5,MCTS_0.7,MCTS,11
connect4,MCTS_0.5,MCTS_0.6,MCTS,25
connect4,MCTS_0.5,Alphabeta_5,Alphabeta,12
connect4,MCTS_0.5,MCTS_0.7,MCTS,10
connect4,MCTS_0.5,MCTS_0.6,MCTS,25
connect4,MCTS_0.5,Alphabeta_5,Alphabeta,14
connect4,MCTS_0.5,MCTS_0.8,MCTS,12
connect4,MCTS_0.5,MCTS_0.8,MCTS,18
connect4,MCTS_0.5,MCTS_0.7,MCTS,24
connect4,MCTS_0.5,MCTS_0.8,MCTS,22
connect4,MCTS_0.5,MCTS_0.9,MCTS,14
connect4,MCTS_0.5,MCTS_0.9,MCTS,22
connect4,MCTS_0.5,MCTS_0.9,MCTS,25
connect4,MCTS_0.6,Alphabeta_1,Alphabeta,18
connect4,MCTS_0.6,Alphabeta_1,Alphabeta,12
connect4,MCTS_0.6,Minimax_1,Minimax,10
connect4,MCTS_0.6,Alphabeta_1,Alphabeta,10
connect4,MCTS_0.6,Minimax_1,Minimax,12
connect4,MCTS_0.6,Minimax_1,Minimax,14
connect4,MCTS_0.5,MCTS_1.0,MCTS,18
connect4,MCTS_0.6,MCTS_0.1,MCTS,11
connect4,MCTS_0.5,Minimax_4,Minimax,18
connect4,MCTS_0.6,Alphabeta_2,Alphabeta,8
connect4,MCTS_0.6,MCTS_0.1,MCTS,19
connect4,MCTS_0.6,MCTS_0.1,MCTS,16
connect4,MCTS_0.6,Alphabeta_2,Alphabeta,14
connect4,MCTS_0.6,Minimax_2,Minimax,8
connect4,MCTS_0.6,Minimax_2,MCTS,7
connect4,MCTS_0.6,Alphabeta_2,Alphabeta,18
connect4,MCTS_0.6,Minimax_2,Minimax,14
connect4,MCTS_0.6,MCTS_0.2,MCTS,11
connect4,MCTS_0.6,Alphabeta_3,Alphabeta,12
connect4,MCTS_0.6,MCTS_0.2,MCTS,17
connect4,MCTS_0.6,Alphabeta_3,Alphabeta,10
connect4,MCTS_0.6,Alphabeta_3,Alphabeta,10
connect4,MCTS_0.5,MCTS_1.0,MCTS,41
connect4,MCTS_0.6,MCTS_0.2,MCTS,22
connect4,MCTS_0.5,MCTS_1.0,MCTS,39
connect4,MCTS_0.6,MCTS_0.3,MCTS,12
connect4,MCTS_0.6,Minimax_3,Minimax,16
connect4,MCTS_0.6,MCTS_0.3,MCTS,22
connect4,MCTS_0.6,Minimax_3,Minimax,14
connect4,MCTS_0.6,Alphabeta_4,Alphabeta,14
connect4,MCTS_0.6,Alphabeta_4,Alphabeta,8
connect4,MCTS_0.5,Minimax_4,Minimax,8
connect4,MCTS_0.6,MCTS_0.4,MCTS,25
connect4,MCTS_0.6,Minimax_3,Minimax,18
connect4,MCTS_0.6,Alphabeta_4,Alphabeta,18
connect4,MCTS_0.6,MCTS_0.4,MCTS,34
connect4,MCTS_0.6,MCTS_0.4,MCTS,26
connect4,MCTS_0.6,MCTS_0.3,MCTS,46
connect4,MCTS_0.6,Minimax_4,Minimax,14
connect4,MCTS_0.6,Minimax_4,Minimax,14
connect4,MCTS_0.6,MCTS_0.5,MCTS,22
connect4,MCTS_0.6,MCTS_0.5,MCTS,20
connect4,MCTS_0.6,MCTS_0.7,MCTS,15
connect4,MCTS_0.6,MCTS_0.5,MCTS,28
connect4,MCTS_0.6,Alphabeta_5,Alphabeta,16
connect4,MCTS_0.6,MCTS_0.8,MCTS,10
connect4,MCTS_0.6,Minimax_4,Minimax,12
connect4,MCTS_0.6,MCTS_0.7,MCTS,25
connect4,MCTS_0.6,MCTS_0.7,MCTS,28
connect4,MCTS_0.6,Alphabeta_5,Alphabeta,20
connect4,MCTS_0.6,MCTS_0.8,MCTS,21
connect4,MCTS_0.7,Alphabeta_1,Alphabeta,8
connect4,MCTS_0.7,Alphabeta_1,Alphabeta,14
connect4,MCTS_0.6,MCTS_0.9,MCTS,21
connect4,MCTS_0.6,Alphabeta_5,Alphabeta,26
connect4,MCTS_0.7,Minimax_1,Minimax,12
connect4,MCTS_0.6,MCTS_0.8,MCTS,31
connect4,MCTS_0.7,Alphabeta_1,Alphabeta,20
connect4,MCTS_0.6,MCTS_1.0,MCTS,20
connect4,MCTS_0.7,Minimax_1,Minimax,14
connect4,MCTS_0.7,Minimax_1,Minimax,10
connect4,MCTS_0.6,MCTS_1.0,MCTS,20
connect4,MCTS_0.6,MCTS_0.9,MCTS,27
connect4,MCTS_0.7,Alphabeta_2,Alphabeta,14
connect4,MCTS_0.6,MCTS_0.9,MCTS,31
connect4,MCTS_0.6,MCTS_1.0,MCTS,28
connect4,MCTS_0.7,Alphabeta_2,Alphabeta,10
connect4,MCTS_0.7,Minimax_2,Minimax,12
connect4,MCTS_0.7,Alphabeta_2,Alphabeta,18
connect4,MCTS_0.7,Minimax_2,Minimax,10
connect4,MCTS_0.7,MCTS_0.1,MCTS,15
connect4,MCTS_0.7,Alphabeta_3,Alphabeta,12
connect4,MCTS_0.7,Minimax_2,Minimax,14
connect4,MCTS_0.5,Minimax_4,Minimax,34
connect4,MCTS_0.7,MCTS_0.1,MCTS,32
connect4,MCTS_0.7,MCTS_0.1,MCTS,41
connect4,MCTS_0.7,Alphabeta_3,Alphabeta,22
connect4,MCTS_0.7,Minimax_3,Minimax,8
connect4,MCTS_0.7,MCTS_0.2,MCTS,23
connect4,MCTS_0.7,MCTS_0.2,MCTS,22
connect4,MCTS_0.7,MCTS_0.3,MCTS,10
connect4,MCTS_0.7,Minimax_3,Minimax,10
connect4,MCTS_0.7,Minimax_3,Minimax,8
connect4,MCTS_0.7,Alphabeta_3,Alphabeta,26
connect4,MCTS_0.7,MCTS_0.2,MCTS,39
connect4,MCTS_0.7,Alphabeta_4,Alphabeta,16
connect4,MCTS_0.7,MCTS_0.3,MCTS,23
connect4,MCTS_0.7,Alphabeta_4,Alphabeta,12
connect4,MCTS_0.7,MCTS_0.3,MCTS,32
connect4,MCTS_0.7,MCTS_0.4,MCTS,17
connect4,MCTS_0.7,MCTS_0.4,MCTS,17
connect4,MCTS_0.7,MCTS_0.5,MCTS,13
connect4,MCTS_0.7,Alphabeta_5,Alphabeta,16
connect4,MCTS_0.7,MCTS_0.4,MCTS,36
connect4,MCTS_0.7,Minimax_4,Minimax,10
connect4,MCTS_0.7,MCTS_0.5,MCTS,23
connect4,MCTS_0.7,Alphabeta_4,Alphabeta,22
connect4,MCTS_0.7,MCTS_0.6,MCTS,14
connect4,MCTS_0.7,Alphabeta_5,Alphabeta,24
connect4,MCTS_0.7,Alphabeta_5,Alphabeta,22
connect4,MCTS_0.7,MCTS_0.5,MCTS,24
connect4,MCTS_0.7,MCTS_0.8,MCTS,9
connect4,MCTS_0.7,MCTS_0.6,MCTS,13
connect4,MCTS_0.7,MCTS_0.8,MCTS,15
connect4,MCTS_0.7,MCTS_0.9,MCTS,13
connect4,MCTS_0.7,MCTS_0.9,MCTS,16
connect4,MCTS_0.7,MCTS_0.6,MCTS,35
connect4,MCTS_0.8,Alphabeta_1,Alphabeta,16
connect4,MCTS_0.8,Alphabeta_1,Alphabeta,16
connect4,MCTS_0.7,MCTS_1.0,MCTS,13
connect4,MCTS_0.8,Alphabeta_1,Alphabeta,8
connect4,MCTS_0.7,MCTS_1.0,MCTS,14
connect4,MCTS_0.7,MCTS_1.0,MCTS,14
connect4,MCTS_0.8,Minimax_1,Minimax,10
connect4,MCTS_0.7,MCTS_0.8,MCTS,23
connect4,MCTS_0.8,Minimax_1,Minimax,12
connect4,MCTS_0.8,Minimax_1,Minimax,14
connect4,MCTS_0.8,Alphabeta_2,Alphabeta,10
connect4,MCTS_0.8,Alphabeta_2,Alphabeta,12
connect4,MCTS_0.8,Alphabeta_2,Alphabeta,8
connect4,MCTS_0.8,Minimax_2,Minimax,14
connect4,MCTS_0.7,MCTS_0.9,MCTS,31
connect4,MCTS_0.8,Minimax_2,Minimax,14
connect4,MCTS_0.8,Minimax_2,Minimax,14
connect4,MCTS_0.8,MCTS_0.1,MCTS,21
connect4,MCTS_0.8,MCTS_0.1,MCTS,19
connect4,MCTS_0.8,MCTS_0.1,MCTS,22
connect4,MCTS_0.8,Alphabeta_3,Alphabeta,12
connect4,MCTS_0.8,MCTS_0.2,MCTS,23
connect4,MCTS_0.8,Alphabeta_3,Alphabeta,22
connect4,MCTS_0.8,MCTS_0.2,MCTS,21
connect4,MCTS_0.8,Alphabeta_3,Alphabeta,18
connect4,MCTS_0.8,MCTS_0.2,MCTS,24
connect4,MCTS_0.8,Minimax_3,Minimax,8
connect4,MCTS_0.8,Minimax_3,Minimax,8
connect4,MCTS_0.8,Alphabeta_4,Alphabeta,10
connect4,MCTS_0.7,Minimax_4,Minimax,10
connect4,MCTS_0.8,MCTS_0.3,MCTS,23
connect4,MCTS_0.8,Alphabeta_4,Alphabeta,14
connect4,MCTS_0.8,MCTS_0.3,MCTS,23
connect4,MCTS_0.8,Minimax_3,Minimax,12
connect4,MCTS_0.8,MCTS_0.3,MCTS,19
connect4,MCTS_0.8,Alphabeta_4,Alphabeta,24
connect4,MCTS_0.8,MCTS_0.4,MCTS,7
connect4,MCTS_0.8,Alphabeta_5,Alphabeta,8
connect4,MCTS_0.7,Minimax_4,Minimax,14
connect4,MCTS_0.8,MCTS_0.4,MCTS,28
connect4,MCTS_0.8,MCTS_0.4,MCTS,32
connect4,MCTS_0.8,MCTS_0.5,MCTS,22
connect4,MCTS_0.8,MCTS_0.6,MCTS,11
connect4,MCTS_0.8,MCTS_0.6,MCTS,15
connect4,MCTS_0.8,MCTS_0.5,MCTS,25
connect4,MCTS_0.8,MCTS_0.5,MCTS,31
connect4,MCTS_0.8,MCTS_0.6,MCTS,19
connect4,MCTS_0.8,MCTS_0.9,MCTS,9
connect4,MCTS_0.8,MCTS_0.7,MCTS,20
connect4,MCTS_0.8,MCTS_0.7,MCTS,14
connect4,MCTS_0.8,Alphabeta_5,Alphabeta,24
connect4,MCTS_0.8,MCTS_0.7,MCTS,31
connect4,MCTS_0.8,Alphabeta_5,Alphabeta,30
connect4,MCTS_0.9,Alphabeta_1,Alphabeta,10
connect4,MCTS_0.9,Alphabeta_1,Alphabeta,8
connect4,MCTS_0.9,Alphabeta_1,Alphabeta,12
connect4,MCTS_0.9,Minimax_1,Minimax,10
connect4,MCTS_0.8,Minimax_4,Minimax,18
connect4,MCTS_0.8,MCTS_1.0,MCTS,27
connect4,MCTS_0.9,Minimax_1,Minimax,12
connect4,MCTS_0.8,MCTS_0.9,MCTS,29
connect4,MCTS_0.8,MCTS_1.0,MCTS,26
connect4,MCTS_0.9,Minimax_1,Minimax,30
connect4,MCTS_0.9,Alphabeta_2,Alphabeta,12
connect4,MCTS_0.9,Alphabeta_2,Alphabeta,14
connect4,MCTS_0.9,MCTS_0.1,MCTS,23
connect4,MCTS_0.8,MCTS_0.9,MCTS,42
connect4,MCTS_0.9,MCTS_0.1,draw,26
connect4,MCTS_0.8,MCTS_1.0,MCTS,40
connect4,MCTS_0.9,Minimax_2,Minimax,14
connect4,MCTS_0.9,Minimax_2,Minimax,10
connect4,MCTS_0.9,MCTS_0.1,MCTS,34
connect4,MCTS_0.9,Alphabeta_2,Alphabeta,22
connect4,MCTS_0.9,Minimax_2,Minimax,12
connect4,MCTS_0.9,Alphabeta_3,Alphabeta,10
connect4,MCTS_0.9,MCTS_0.2,MCTS,10
connect4,MCTS_0.8,Minimax_4,Minimax,10
connect4,MCTS_0.9,Alphabeta_3,Alphabeta,14
connect4,MCTS_0.9,Alphabeta_3,Alphabeta,10
connect4,MCTS_0.9,MCTS_0.2,MCTS,24
connect4,MCTS_0.9,MCTS_0.3,MCTS,15
connect4,MCTS_0.9,MCTS_0.3,MCTS,19
connect4,MCTS_0.9,Alphabeta_4,Alphabeta,14
connect4,MCTS_0.9,MCTS_0.2,MCTS,30
connect4,MCTS_0.9,Minimax_3,Minimax,10
connect4,MCTS_0.9,MCTS_0.3,MCTS,25
connect4,MCTS_0.9,Minimax_3,Minimax,12
connect4,MCTS_0.9,Alphabeta_4,Alphabeta,18
connect4,MCTS_0.9,Minimax_3,Minimax,14
connect4,MCTS_0.9,Alphabeta_4,Alphabeta,12
connect4,MCTS_0.9,MCTS_0.4,MCTS,14
connect4,MCTS_0.9,MCTS_0.4,MCTS,18
connect4,MCTS_0.9,Alphabeta_5,Alphabeta,12
connect4,MCTS_0.9,MCTS_0.4,MCTS,30
connect4,MCTS_0.9,MCTS_0.5,MCTS,15
connect4,MCTS_0.9,MCTS_0.5,MCTS,23
connect4,MCTS_0.9,MCTS_0.5,MCTS,17
connect4,MCTS_0.9,Alphabeta_5,Alphabeta,12
connect4,MCTS_0.9,MCTS_0.6,MCTS,17
connect4,MCTS_0.8,Minimax_4,Minimax,30
connect4,MCTS_0.9,MCTS_0.6,MCTS,14
connect4,MCTS_0.9,Minimax_4,Minimax,12
connect4,MCTS_0.9,MCTS_0.6,MCTS,15
connect4,MCTS_0.9,MCTS_0.7,MCTS,20
connect4,MCTS_0.9,Alphabeta_5,Alphabeta,16
connect4,MCTS_0.9,Minimax_4,Minimax,14
connect4,MCTS_0.9,MCTS_1.0,MCTS,11
connect4,MCTS_0.9,MCTS_0.8,MCTS,15
connect4,MCTS_0.9,MCTS_0.7,MCTS,27
connect4,MCTS_1.0,Alphabeta_1,Alphabeta,8
connect4,MCTS_0.9,MCTS_0.8,MCTS,25
connect4,MCTS_1.0,Alphabeta_1,Alphabeta,14
connect4,MCTS_0.9,MCTS_0.7,MCTS,25
connect4,MCTS_1.0,Minimax_1,Minimax,10
connect4,MCTS_0.9,MCTS_0.8,MCTS,21
connect4,MCTS_1.0,Minimax_1,Minimax,10
connect4,MCTS_1.0,Minimax_1,Minimax,10
connect4,MCTS_1.0,Alphabeta_2,Alphabeta,8
connect4,MCTS_1.0,Alphabeta_2,Alphabeta,8
connect4,MCTS_1.0,Alphabeta_1,Alphabeta,24
connect4,MCTS_1.0,MCTS_0.1,draw,12
connect4,MCTS_1.0,Alphabeta_2,Alphabeta,12
connect4,MCTS_0.9,MCTS_1.0,MCTS,22
connect4,MCTS_1.0,Minimax_2,Minimax,8
connect4,MCTS_0.9,MCTS_1.0,MCTS,31
connect4,MCTS_1.0,MCTS_0.1,MCTS,28
connect4,MCTS_1.0,Minimax_2,Minimax,18
connect4,MCTS_1.0,MCTS_0.1,MCTS,28
connect4,MCTS_1.0,Alphabeta_3,Alphabeta,20
connect4,MCTS_1.0,Alphabeta_3,Alphabeta,10
connect4,MCTS_1.0,Minimax_2,Minimax,24
connect4,MCTS_1.0,Alphabeta_3,Alphabeta,16
connect4,MCTS_1.0,MCTS_0.2,MCTS,33
connect4,MCTS_1.0,MCTS_0.2,MCTS,28
connect4,MCTS_1.0,Minimax_3,Minimax,14
connect4,MCTS_1.0,MCTS_0.2,MCTS,36
connect4,MCTS_1.0,Minimax_3,Minimax,8
connect4,MCTS_1.0,MCTS_0.3,MCTS,16
connect4,MCTS_1.0,Alphabeta_4,Alphabeta,12
connect4,MCTS_1.0,Alphabeta_4,Alphabeta,14
connect4,MCTS_1.0,Minimax_3,Minimax,12
connect4,MCTS_1.0,MCTS_0.3,MCTS,32
connect4,MCTS_0.9,Minimax_4,Minimax,18
connect4,MCTS_1.0,Alphabeta_4,Alphabeta,20
connect4,MCTS_1.0,MCTS_0.3,MCTS,34
connect4,MCTS_1.0,MCTS_0.4,MCTS,22
connect4,MCTS_1.0,MCTS_0.4,MCTS,23
connect4,MCTS_1.0,MCTS_0.5,MCTS,11
connect4,MCTS_1.0,MCTS_0.5,MCTS,13
connect4,MCTS_1.0,MCTS_0.4,MCTS,37
connect4,MCTS_1.0,Alphabeta_5,Alphabeta,16
connect4,MCTS_1.0,Alphabeta_5,Alphabeta,16
connect4,MCTS_1.0,Minimax_4,Minimax,12
connect4,MCTS_1.0,MCTS_0.5,MCTS,29
connect4,MCTS_1.0,MCTS_0.7,MCTS,11
connect4,MCTS_1.0,Alphabeta_5,MCTS,23
connect4,MCTS_1.0,MCTS_0.6,MCTS,33
connect4,MCTS_1.0,MCTS_0.6,MCTS,29
connect4,MCTS_1.0,MCTS_0.6,MCTS,23
connect4,MCTS_1.0,Minimax_4,Minimax,18
connect4,MCTS_1.0,MCTS_0.8,MCTS,19
connect4,MCTS_1.0,MCTS_0.8,MCTS,9
connect4,MCTS_1.0,MCTS_0.7,MCTS,25
connect4,MCTS_1.0,MCTS_0.7,MCTS,30
connect4,MCTS_1.0,MCTS_0.8,MCTS,21
connect4,MCTS_1.0,Minimax_4,Minimax,12
connect4,MCTS_1.0,MCTS_0.9,MCTS,19
connect4,MCTS_1.0,MCTS_0.9,MCTS,29
connect4,MCTS_1.0,MCTS_0.9,MCTS,31
